uid,years_experience,expected_salary_k,age,weekly_hours,num_applications,gender,job_level,industry,user_active_loc,user_edu,political_affiliation,expected_title,user_skills,education_ordinal,job_level_ordinal,ground_truth_jd_id,user_profile_text
REC_03863,2.0,10.0,25.0,48.8,10.0,Male,Junior,FinTech,Chongqing,Master's,Non-affiliated,Investment Banker,"Ethereum, Valuation, GLM, Actuarial Modeling, Time Series Analysis, Financial Modeling, Solidity",2.0,1,JD_0157,"Skills: Ethereum, Valuation, GLM, Actuarial Modeling, Time Series Analysis, Financial Modeling, Solidity. Education: Master's. Level: Junior. Expected Title: Investment Banker. Industry: FinTech"
REC_00024,10.0,,36.0,50.9,12.0,Male,Director,FinTech,Chengdu,Bachelor's,CPC Member,Blockchain Developer,"Algorithmic Trading, Excel, SAS, PCI-DSS, Anomaly Detection, Quantitative Finance, AML/KYC, Logistic Regression",1.0,6,JD_1155,"Skills: Algorithmic Trading, Excel, SAS, PCI-DSS, Anomaly Detection, Quantitative Finance, AML/KYC, Logistic Regression. Education: Bachelor's. Level: Director. Expected Title: Blockchain Developer. Industry: FinTech"
REC_02634,7.0,28.0,34.0,56.2,5.0,Female,Senior,Media,Chengdu,Master's,CPC Member,Broadcast Engineer,"Wwise/FMOD, AR/VR Tech, Video Codecs (H.264/H.265), Marketing, Agile/Scrum, Python, High Throughput",2.0,3,JD_0561,"Skills: Wwise/FMOD, AR/VR Tech, Video Codecs (H.264/H.265), Marketing, Agile/Scrum, Python, High Throughput. Education: Master's. Level: Senior. Expected Title: Broadcast Engineer. Industry: Media"
REC_03341,15.0,50.0,40.0,47.0,8.0,Male,Manager,E-Commerce,Zhengzhou,Master's,Non-affiliated,Chain Supply Planner,"Qualitative Research, C++, Data Governance, Data Analysis, Excel, Customer Analytics, Warehouse Management Systems",2.0,5,JD_0678,"Skills: Qualitative Research, C++, Data Governance, Data Analysis, Excel, Customer Analytics, Warehouse Management Systems. Education: Master's. Level: Manager. Expected Title: Chain Supply Planner. Industry: E-Commerce"
REC_02216,10.0,40.0,33.0,36.2,6.0,Female,Senior,Telecom,Chengdu,Master's,Non-affiliated,Planner Fiber,"C/C++, Network Security, Network Slicing, API Development, Infrastructure, Optical Engineering",2.0,3,JD_1271,"Skills: C/C++, Network Security, Network Slicing, API Development, Infrastructure, Optical Engineering. Education: Master's. Level: Senior. Expected Title: Planner Fiber. Industry: Telecom"
REC_03683,3.0,27.0,25.0,46.4,8.0,Female,Mid-level,Media,Suzhou,Master's,CPC Candidate,Audience Analytics,"Recommendation Systems, AdTech (OpenRTB), Houdini/Maya, Data Analysis, Marketing, AR/VR Tech, Troubleshooting, Computer Graphics",2.0,2,JD_0232,"Skills: Recommendation Systems, AdTech (OpenRTB), Houdini/Maya, Data Analysis, Marketing, AR/VR Tech, Troubleshooting, Computer Graphics. Education: Master's. Level: Mid-level. Expected Title: Audience Analytics. Industry: Media"
REC_04725,3.0,10.0,26.0,50.7,7.0,Female,Junior,Gaming,Nanjing,Bachelor's,Non-affiliated,Economy Designer,"Machine Learning, Creative Writing, Figma, Wireframing, Go, Reverse Engineering, Agile, Python",1.0,1,JD_0780,"Skills: Machine Learning, Creative Writing, Figma, Wireframing, Go, Reverse Engineering, Agile, Python. Education: Bachelor's. Level: Junior. Expected Title: Economy Designer. Industry: Gaming"
REC_01908,2.0,20.0,25.0,42.7,8.0,Male,Mid-level,Retail,Xi'an,Master's,Democratic Party Member,Category Manager,"Data Visualization, E-commerce, Inventory Optimization, Survey Design, Database Management, Auditing, Operations Research, CRM Systems (Salesforce)",2.0,2,JD_0846,"Skills: Data Visualization, E-commerce, Inventory Optimization, Survey Design, Database Management, Auditing, Operations Research, CRM Systems (Salesforce). Education: Master's. Level: Mid-level. Expected Title: Category Manager. Industry: Retail"
REC_00085,1.0,10.0,25.0,47.6,4.0,Female,Intern,Real Estate,Xi'an,Ph.D.,,Valuation Analyst,"GIS (ArcGIS/QGIS), Excel, Earned Value Management, 3D Modeling, Network Security",3.0,0,JD_0659,"Skills: GIS (ArcGIS/QGIS), Excel, Earned Value Management, 3D Modeling, Network Security. Education: Ph.D.. Level: Intern. Expected Title: Valuation Analyst. Industry: Real Estate"
REC_00228,12.0,24.2,34.0,45.9,5.0,Male,Senior,Manufacturing,Chongqing,High School,CPC Member,IIoT Integrator,"Manufacturing Execution Systems (MES), Materials Science, Edge Computing, Reliability Engineering, Six Sigma",0.0,3,JD_1369,"Skills: Manufacturing Execution Systems (MES), Materials Science, Edge Computing, Reliability Engineering, Six Sigma. Education: High School. Level: Senior. Expected Title: IIoT Integrator. Industry: Manufacturing"
REC_00297,6.0,33.8,30.0,41.7,10.0,Male,Senior,Manufacturing,,,Non-affiliated,Lean Six Sigma Lead,"Manufacturing Execution Systems (MES), System Integration, Data Analysis, Edge Computing, Chemistry, MQTT/OPC-UA",,3,JD_1585,"Skills: Manufacturing Execution Systems (MES), System Integration, Data Analysis, Edge Computing, Chemistry, MQTT/OPC-UA. Education: . Level: Senior. Expected Title: Lean Six Sigma Lead. Industry: Manufacturing"
REC_01002,25.0,,48.0,57.2,6.0,Female,VP,Healthcare,Shenzhen,Ph.D.,CPC Member,Genomic Data Analyst,"Linux/Unix, WebRTC, System Architecture, Survival Analysis, Regulatory Compliance",3.0,7,JD_0383,"Skills: Linux/Unix, WebRTC, System Architecture, Survival Analysis, Regulatory Compliance. Education: Ph.D.. Level: VP. Expected Title: Genomic Data Analyst. Industry: Healthcare"
REC_02139,0.0,10.0,21.0,42.3,7.0,Male,Junior,Media,Changsha,Bachelor's,Non-affiliated,Audience Analytics,"Content Strategy, DRM Technologies, Predictive Modeling, Agile/Scrum, Copyright Law",1.0,1,JD_0252,"Skills: Content Strategy, DRM Technologies, Predictive Modeling, Agile/Scrum, Copyright Law. Education: Bachelor's. Level: Junior. Expected Title: Audience Analytics. Industry: Media"
REC_00712,10.0,,35.0,50.2,10.0,Male,Senior,Energy,Xi'an,Bachelor's,CPC Member,Utility Data Scientist,"Risk Management, Control Systems, MATLAB/Simulink, Auditing, Big Data (Spark), Economics",1.0,3,JD_0001,"Skills: Risk Management, Control Systems, MATLAB/Simulink, Auditing, Big Data (Spark), Economics. Education: Bachelor's. Level: Senior. Expected Title: Utility Data Scientist. Industry: Energy"
REC_02802,20.0,60.0,43.0,43.9,8.0,Male,Director,Gaming,Shenzhen,Master's,Non-affiliated,Gameplay Programmer,"Cloud Architecture (AWS), Python, DirectX/Vulkan, Computer Graphics, SQL",2.0,6,JD_0406,"Skills: Cloud Architecture (AWS), Python, DirectX/Vulkan, Computer Graphics, SQL. Education: Master's. Level: Director. Expected Title: Gameplay Programmer. Industry: Gaming"
REC_02528,12.0,20.0,38.0,48.9,11.0,Male,Senior,Healthcare,Chongqing,Bachelor's,Non-affiliated,Telemedicine Engineer,"Biostatistics, EHR/EMR Systems, Regulatory Compliance, Cloud Computing (AWS/Azure), Epidemiology, JavaScript, Security, Bash/Shell",1.0,3,JD_0023,"Skills: Biostatistics, EHR/EMR Systems, Regulatory Compliance, Cloud Computing (AWS/Azure), Epidemiology, JavaScript, Security, Bash/Shell. Education: Bachelor's. Level: Senior. Expected Title: Telemedicine Engineer. Industry: Healthcare"
REC_03753,8.0,30.0,33.0,42.5,7.0,Female,Senior,Energy,Shanghai,High School,Non-affiliated,Grid Stability Researcher,"Operations Management, Control Systems, Risk Management, Power System Dynamics, Excel, Power Systems Engineering, Troubleshooting",0.0,3,JD_1776,"Skills: Operations Management, Control Systems, Risk Management, Power System Dynamics, Excel, Power Systems Engineering, Troubleshooting. Education: High School. Level: Senior. Expected Title: Grid Stability Researcher. Industry: Energy"
REC_03322,5.0,25.0,31.0,46.5,10.0,Male,Senior,E-Commerce,Beijing,Bachelor's,,Warehouse Automation Dev,"IoT, Google Analytics, Spark, ERP Systems, UX Strategy, A/B Testing",1.0,3,JD_0310,"Skills: IoT, Google Analytics, Spark, ERP Systems, UX Strategy, A/B Testing. Education: Bachelor's. Level: Senior. Expected Title: Warehouse Automation Dev. Industry: E-Commerce"
REC_03182,11.0,49.0,40.0,42.0,5.0,Male,Director,FinTech,Xi'an,Bachelor's,Non-affiliated,Actuarial Scientist,"Cryptography, Stress Testing, Ethereum, Credit Risk Modeling, Time Series Analysis, PCI-DSS, Algorithmic Trading",1.0,6,JD_1155,"Skills: Cryptography, Stress Testing, Ethereum, Credit Risk Modeling, Time Series Analysis, PCI-DSS, Algorithmic Trading. Education: Bachelor's. Level: Director. Expected Title: Actuarial Scientist. Industry: FinTech"
REC_04184,7.0,35.0,36.0,37.2,6.0,Female,Lead,Retail,Chengdu,Master's,CPC Member,Inv Optimization Lead,"Python, Auditing, Negotiation, Communication, Retail Math, Data Visualization",2.0,4,JD_0086,"Skills: Python, Auditing, Negotiation, Communication, Retail Math, Data Visualization. Education: Master's. Level: Lead. Expected Title: Inv Optimization Lead. Industry: Retail"
REC_01616,1.0,13.0,24.0,46.3,8.0,Male,Junior,Telecom,Xi'an,Ph.D.,CPC Member,Billing Specialist,"Penetration Testing, Excel, Information Theory, Atoll / Mentum Planet, Data Analysis, C/C++, MATLAB, RF Engineering",3.0,1,JD_0761,"Skills: Penetration Testing, Excel, Information Theory, Atoll / Mentum Planet, Data Analysis, C/C++, MATLAB, RF Engineering. Education: Ph.D.. Level: Junior. Expected Title: Billing Specialist. Industry: Telecom"
REC_03025,14.0,50.0,37.0,53.4,5.0,Female,VP,Manufacturing,Suzhou,Bachelor's,Non-affiliated,Lean Six Sigma Lead,"Data Analysis, Process Improvement, IoT, Computer Vision, Chemistry",1.0,7,JD_0384,"Skills: Data Analysis, Process Improvement, IoT, Computer Vision, Chemistry. Education: Bachelor's. Level: VP. Expected Title: Lean Six Sigma Lead. Industry: Manufacturing"
REC_01414,5.0,,31.0,41.6,7.0,Male,Senior,Media,Suzhou,Bachelor's,Non-affiliated,Broadcast Engineer,"Budgeting, Content Licensing, Audience Segmentation, Data Analysis, Houdini/Maya, Networking",1.0,3,JD_0058,"Skills: Budgeting, Content Licensing, Audience Segmentation, Data Analysis, Houdini/Maya, Networking. Education: Bachelor's. Level: Senior. Expected Title: Broadcast Engineer. Industry: Media"
REC_00764,10.0,35.0,35.0,48.5,14.0,Male,Senior,Real Estate,Suzhou,Master's,Democratic Party Member,Urban Planner (Tech),"PropTech Market, AutoCAD, Macroeconomics, Data Visualization, Procore, Data Analysis",2.0,3,JD_1861,"Skills: PropTech Market, AutoCAD, Macroeconomics, Data Visualization, Procore, Data Analysis. Education: Master's. Level: Senior. Expected Title: Urban Planner (Tech). Industry: Real Estate"
REC_00656,1.0,15.0,25.0,48.4,8.0,Female,Junior,Media,Xi'an,Master's,CPC Member,Strategist Social,"Content Strategy, Pipeline Development, High Throughput, Deep Learning, AdTech (OpenRTB), Video Codecs (H.264/H.265), Houdini/Maya",2.0,1,JD_1173,"Skills: Content Strategy, Pipeline Development, High Throughput, Deep Learning, AdTech (OpenRTB), Video Codecs (H.264/H.265), Houdini/Maya. Education: Master's. Level: Junior. Expected Title: Strategist Social. Industry: Media"
REC_04798,22.0,56.6,46.0,57.5,11.0,Female,VP,Healthcare,Hangzhou,Bachelor's,CPC Candidate,Clinical Trial Coordinator,"Database Admin, SQL Tuning, Genetics, Compliance Auditing, Risk Management, Epidemiology, Computer Vision",1.0,7,JD_0730,"Skills: Database Admin, SQL Tuning, Genetics, Compliance Auditing, Risk Management, Epidemiology, Computer Vision. Education: Bachelor's. Level: VP. Expected Title: Clinical Trial Coordinator. Industry: Healthcare"
REC_03850,5.0,34.0,30.0,43.8,7.0,Male,Senior,Manufacturing,Zhengzhou,,Non-affiliated,Smart Factory Consultant,"PLC Programming, Quality Assurance, Machine Learning, Reliability Engineering, Python, Design of Experiments (DOE)",,3,JD_1585,"Skills: PLC Programming, Quality Assurance, Machine Learning, Reliability Engineering, Python, Design of Experiments (DOE). Education: . Level: Senior. Expected Title: Smart Factory Consultant. Industry: Manufacturing"
REC_04154,0.0,15.0,25.0,37.9,6.0,Male,Junior,Education Technology,Shanghai,Ph.D.,Non-affiliated,Adaptive Learning Dev,"R, Usability Testing, SQL, LTI Standards, Java/C#, Instructional Design",3.0,1,JD_1492,"Skills: R, Usability Testing, SQL, LTI Standards, Java/C#, Instructional Design. Education: Ph.D.. Level: Junior. Expected Title: Adaptive Learning Dev. Industry: Education Technology"
REC_00469,4.0,25.0,31.0,,11.0,Female,Mid-level,Healthcare,Tianjin,Bachelor's,CPC Member,Telemedicine Engineer,"EDC Systems, System Architecture, GCP, Genetics, SAS, Compliance Auditing, Health Informatics",1.0,2,JD_1820,"Skills: EDC Systems, System Architecture, GCP, Genetics, SAS, Compliance Auditing, Health Informatics. Education: Bachelor's. Level: Mid-level. Expected Title: Telemedicine Engineer. Industry: Healthcare"
REC_00158,8.0,40.0,33.0,,8.0,Male,Senior,Gaming,Tianjin,Master's,Non-affiliated,UI/UX Game Designer,"Communication, GPU Profiling, Data Visualization, SQL, 3D Math",2.0,3,JD_0871,"Skills: Communication, GPU Profiling, Data Visualization, SQL, 3D Math. Education: Master's. Level: Senior. Expected Title: UI/UX Game Designer. Industry: Gaming"
REC_01296,7.0,20.0,35.0,44.5,9.0,Female,Mid-level,Telecom,Chengdu,Master's,,Developer OSS/BSS,"Troubleshooting, Data Analysis, Infrastructure, SQL, DSP, Leadership, Safety Compliance",2.0,2,JD_0007,"Skills: Troubleshooting, Data Analysis, Infrastructure, SQL, DSP, Leadership, Safety Compliance. Education: Master's. Level: Mid-level. Expected Title: Developer OSS/BSS. Industry: Telecom"
REC_00498,15.0,45.0,38.0,44.1,,Male,Lead,FinTech,Suzhou,Master's,Non-affiliated,Actuarial Scientist,"Excel, Algorithmic Trading, Go, Time Series Analysis, AML/KYC, Microservices, Corporate Finance, Web3.js",2.0,4,JD_0085,"Skills: Excel, Algorithmic Trading, Go, Time Series Analysis, AML/KYC, Microservices, Corporate Finance, Web3.js. Education: Master's. Level: Lead. Expected Title: Actuarial Scientist. Industry: FinTech"
REC_04741,7.0,15.0,31.0,36.9,9.0,Female,Mid-level,Healthcare,Shenzhen,Bachelor's,CPC Member,Biostatistician,"Deep Learning, Mobile Development, Statistical Inference, PyTorch, Compliance Auditing",1.0,2,JD_0511,"Skills: Deep Learning, Mobile Development, Statistical Inference, PyTorch, Compliance Auditing. Education: Bachelor's. Level: Mid-level. Expected Title: Biostatistician. Industry: Healthcare"
REC_02941,7.0,19.0,34.0,37.6,15.0,Male,Mid-level,Real Estate,Zhengzhou,Bachelor's,CPC Candidate,Building Smart Arch,"Python/R, Excel, Due Diligence, Data Visualization, Data Analysis",1.0,2,JD_0224,"Skills: Python/R, Excel, Due Diligence, Data Visualization, Data Analysis. Education: Bachelor's. Level: Mid-level. Expected Title: Building Smart Arch. Industry: Real Estate"
REC_03457,2.0,10.0,27.0,41.0,7.0,Female,Junior,Media,Chongqing,Bachelor's,CPC Candidate,Digital Rights Manager,"Recommendation Systems, Copywriting, System Architecture, Social Media Analytics, Communication, RF Engineering",1.0,1,JD_0252,"Skills: Recommendation Systems, Copywriting, System Architecture, Social Media Analytics, Communication, RF Engineering. Education: Bachelor's. Level: Junior. Expected Title: Digital Rights Manager. Industry: Media"
REC_00374,2.0,15.0,24.0,41.7,8.0,Female,Junior,Manufacturing,Chongqing,Ph.D.,CPC Member,SC Risk Manager,"Data Analysis, Supply Chain Mapping, System Integration, Materials Science, ERP/MRP Systems, Automation",3.0,1,JD_0205,"Skills: Data Analysis, Supply Chain Mapping, System Integration, Materials Science, ERP/MRP Systems, Automation. Education: Ph.D.. Level: Junior. Expected Title: SC Risk Manager. Industry: Manufacturing"
REC_00080,8.0,25.0,34.0,44.8,10.0,Male,Senior,Telecom,,,Non-affiliated,Signal Processing Eng,"Telecom Standards, Telecom Fundamentals, 5G Architecture, Atoll / Mentum Planet, Optical Engineering",,3,JD_0629,"Skills: Telecom Standards, Telecom Fundamentals, 5G Architecture, Atoll / Mentum Planet, Optical Engineering. Education: . Level: Senior. Expected Title: Signal Processing Eng. Industry: Telecom"
REC_01554,0.0,15.0,24.0,43.3,8.0,Male,Junior,Healthcare,Nanjing,Bachelor's,CPC Member,Telemedicine Engineer,"Mobile Development, WebRTC, Biostatistics, HIPAA/HITECH, Legal Standards, EDC Systems",1.0,1,JD_0250,"Skills: Mobile Development, WebRTC, Biostatistics, HIPAA/HITECH, Legal Standards, EDC Systems. Education: Bachelor's. Level: Junior. Expected Title: Telemedicine Engineer. Industry: Healthcare"
REC_01670,7.0,25.0,31.0,47.9,7.0,Female,Mid-level,FinTech,Tianjin,Bachelor's,,Actuarial Scientist,"R, Quantitative Finance, M&A, Actuarial Modeling, Risk Assessment, Corporate Finance, Anomaly Detection, System Architecture",1.0,2,JD_0303,"Skills: R, Quantitative Finance, M&A, Actuarial Modeling, Risk Assessment, Corporate Finance, Anomaly Detection, System Architecture. Education: Bachelor's. Level: Mid-level. Expected Title: Actuarial Scientist. Industry: FinTech"
REC_02132,0.0,,24.0,49.2,11.0,Female,Junior,Gaming,Nanjing,Bachelor's,Non-affiliated,Monetization Analyst,"Python, A/B Testing, Creative Writing, Machine Learning, Monetization Strategy, Cybersecurity",1.0,1,JD_0427,"Skills: Python, A/B Testing, Creative Writing, Machine Learning, Monetization Strategy, Cybersecurity. Education: Bachelor's. Level: Junior. Expected Title: Monetization Analyst. Industry: Gaming"
REC_04440,0.0,10.0,22.0,46.8,7.0,Female,Junior,Real Estate,Shanghai,Master's,CPC Member,PropTech Product Mgr,"Macroeconomics, Construction Knowledge, Earned Value Management, BIM Coordination, 3D Modeling",2.0,1,JD_1216,"Skills: Macroeconomics, Construction Knowledge, Earned Value Management, BIM Coordination, 3D Modeling. Education: Master's. Level: Junior. Expected Title: PropTech Product Mgr. Industry: Real Estate"
REC_00466,1.0,10.0,23.0,43.2,9.0,Male,Intern,Telecom,Shanghai,Bachelor's,CPC Member,Admin VoIP,"SQL, Networking (QoS), RF Engineering, Infrastructure, AutoCAD",1.0,0,JD_0720,"Skills: SQL, Networking (QoS), RF Engineering, Infrastructure, AutoCAD. Education: Bachelor's. Level: Intern. Expected Title: Admin VoIP. Industry: Telecom"
